station,R_st,R_raw,R_v1,R_v2,PBIAS_R_raw,PBIAS_R_v1,PBIAS_R_v2
Троицко_Печорское_23711_calib.csv,8947.253333333334,5508.993501035668,6636.618738511913,13847.528056709887,-38.428104181294366,-25.82507177049591,54.76848079309873
Трубчевск_26997_calib.csv,8585.516666666666,6875.962472209043,8227.010042252588,17290.56767013371,-19.91207123381381,-4.175714034846414,101.39227889760521
Туапсе_37018_calib.csv,67527.37,25149.98357991725,41968.520705813906,111981.98214739455,-62.75586687306606,-37.84961459951142,65.83199100956331
Тукан_28823_calib.csv,10032.76,5647.195522538014,6132.419427854933,16937.67271141109,-43.71244281196785,-38.876047788894255,68.82366080132576
Тюлений_остров_37089_calib.csv,3462.416666666667,3555.7326874106066,5000.751822234561,18776.203031129462,2.6951123948284557,44.429521448927105,442.2860631388325
Умба_22324_calib.csv,6558.886666666667,5087.501120613756,6491.379832748524,15106.59387034308,-22.433465019768256,-1.0292422685274347,130.32253243705608
Урюпинск_34240_calib.csv,7630.773333333333,4941.525879495721,6874.072298928928,15539.217654406522,-35.24213518556807,-9.916439675896607,103.6388315523266
Усть_Вымь_23707_calib.csv,7702.379999999999,5411.5202445255445,6118.032252039034,13680.298479352012,-29.74223234213912,-20.569586906397316,77.61131597443924
Усть_Уса_23412_calib.csv,6648.553333333333,3887.9134522177874,4766.662844705756,8978.012886541504,-41.52241461724825,-28.305262728246312,35.037089069123375
Усть_Цильма_23405_calib.csv,7028.46,4084.9561343460737,4873.998273240974,9032.812223228877,-41.87978398758656,-30.653396715056008,28.51765853727384
Уфа_28722_calib.csv,6428.763333333333,4130.618501048441,5164.212142034164,15753.190441379267,-35.74785247372447,-19.670209116929744,145.04231412126333
